File:         02packages.details.txt
URL:          http://www.perl.com/CPAN/modules/02packages.details.txt
Description:  Package names found in cpanfile.snapshot
Columns:      package name, version, path
Intended-For: Automated fetch routines, namespace documentation.
Written-By:   Carton v1.0.28
Crypt::Digest::BLAKE2s_128        0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::BLAKE2s_160        0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::BLAKE2s_224        0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::BLAKE2s_256        0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::CHAES              0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Keccak224          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Keccak256          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Keccak384          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Keccak512          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::MD2                0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::MD4                0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::MD5                0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::RIPEMD128          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::RIPEMD160          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::RIPEMD256          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::RIPEMD320          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA1               0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA224             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA256             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA384             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA3_224           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA3_256           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA3_384           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA3_512           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA512             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA512_224         0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHA512_256         0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::SHAKE              0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Tiger192           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Digest::Whirlpool          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Eksblowfish                0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::Eksblowfish::Bcrypt        0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::Eksblowfish::Blowfish      0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::Eksblowfish::Family        0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::Eksblowfish::Subkeyed      0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::Eksblowfish::Uklblowfish   0.009  Z/ZE/ZEFRAM/Crypt-Eksblowfish-0.009.tar.gz
Crypt::JWT                        0.034  M/MI/MIK/Crypt-JWT-0.034.tar.gz
Crypt::KeyDerivation              0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::KeyWrap                    0.034  M/MI/MIK/Crypt-JWT-0.034.tar.gz
Crypt::Mac                        0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::BLAKE2b               0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::BLAKE2s               0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::F9                    0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::HMAC                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::OMAC                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::Pelican               0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::PMAC                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::Poly1305              0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mac::XCBC                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Misc                       0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode                       0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode::CBC                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode::CFB                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode::CTR                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode::ECB                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Mode::OFB                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::MySQL                       0.04  I/IK/IKEBE/Crypt-MySQL-0.04.tar.gz
Crypt::PasswdMD5                   1.42  R/RS/RSAVAGE/Crypt-PasswdMD5-1.42.tgz
Crypt::PBKDF2                  0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PBKDF2::Hash            0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PBKDF2::Hash::DigestHMAC 0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PBKDF2::Hash::HMACSHA1  0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PBKDF2::Hash::HMACSHA2  0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PBKDF2::Hash::HMACSHA3  0.161520  A/AR/ARODLAND/Crypt-PBKDF2-0.161520.tar.gz
Crypt::PK                         0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::DH                     0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::DSA                    0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::ECC                    0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::Ed25519                0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::RSA                    0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PK::X25519                 0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG                       0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG::ChaCha20             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG::Fortuna              0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG::RC4                  0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG::Sober128             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::PRNG::Yarrow               0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Random::Seed                0.03  D/DA/DANAJ/Crypt-Random-Seed-0.03.tar.gz
Crypt::Random::Seed::Embedded     1.011  D/DA/DAVIDO/Bytes-Random-Secure-Tiny-1.011.tar.gz
Crypt::Random::Source              0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Base        0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Base::File  0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Base::Handle 0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Base::Proc  0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Base::RandomDevice 0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Factory     0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Strong      0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Strong::devrandom 0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Weak        0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::Source::Weak::devurandom 0.14  E/ET/ETHER/Crypt-Random-Source-0.14.tar.gz
Crypt::Random::TESHA2              0.01  D/DA/DANAJ/Crypt-Random-TESHA2-0.01.tar.gz
Crypt::Random::TESHA2::Config      0.01  D/DA/DANAJ/Crypt-Random-TESHA2-0.01.tar.gz
Crypt::Rijndael                    1.16  L/LE/LEONT/Crypt-Rijndael-1.16.tar.gz
Crypt::ScryptKDF                  0.010  M/MI/MIK/Crypt-ScryptKDF-0.010.tar.gz
Crypt::Stream::ChaCha             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Stream::Rabbit             0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Stream::RC4                0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Stream::Salsa20            0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Stream::Sober128           0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::Stream::Sosemanuk          0.077  M/MI/MIK/CryptX-0.077.tar.gz
Crypt::UnixCrypt_XS                0.11  B/BO/BORISZ/Crypt-UnixCrypt_XS-0.11.tar.gz
CryptX                            0.077  M/MI/MIK/CryptX-0.077.tar.gz
Data::Dump                         1.25  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Dump::FilterContext         undef  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Dump::Filtered              undef  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Dump::Trace                  0.02  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Dump::Trace::Call            0.02  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Dump::Trace::Wrapper         0.02  G/GA/GARU/Data-Dump-1.25.tar.gz
Data::Entropy                     0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::Algorithms         0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::RawSource::CryptCounter 0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::RawSource::Local   0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::RawSource::RandomnumbersInfo 0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::RawSource::RandomOrg 0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Entropy::Source             0.007  Z/ZE/ZEFRAM/Data-Entropy-0.007.tar.gz
Data::Float                       0.013  Z/ZE/ZEFRAM/Data-Float-0.013.tar.gz
Data::GUID                        0.050  R/RJ/RJBS/Data-GUID-0.050.tar.gz
Data::Integer                     0.006  Z/ZE/ZEFRAM/Data-Integer-0.006.tar.gz
Data::OptList                     0.112  R/RJ/RJBS/Data-OptList-0.112.tar.gz
Data::Printer                  1.000004  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Common             undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Config             undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter             undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::ARRAY      undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::CODE       undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::ContentType undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::DateTime   undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::DB         undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::Digest     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::FORMAT     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::GenericClass undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::GLOB       undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::HASH       undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::REF        undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::Regexp     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::SCALAR     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::VSTRING    undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Filter::Web        undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Object             undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Profile            undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Profile::Dumper    undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Profile::JSON      undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Theme              undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Theme::Classic     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Theme::Material    undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Theme::Monokai     undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::Printer::Theme::Solarized   undef  G/GA/GARU/Data-Printer-1.000004.tar.gz
Data::UUID                        1.226  R/RJ/RJBS/Data-UUID-1.226.tar.gz
Data::Visitor                      0.31  E/ET/ETHER/Data-Visitor-0.31.tar.gz
Data::Visitor::Callback            0.31  E/ET/ETHER/Data-Visitor-0.31.tar.gz
Date::Format                       2.24  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Format::Generic              2.24  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language                     1.10  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Afar               0.99  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Amharic            1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Austrian           1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Brazilian          1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Bulgarian          1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Chinese            1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Chinese_GB         1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Czech              1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Danish             1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Dutch              1.02  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::English            1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Finnish            1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::French             1.04  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Gedeo              0.99  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::German             1.02  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Greek              1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Hungarian          1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Icelandic          1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Italian            1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Norwegian          1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Occitan            1.04  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Oromo              0.99  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Romanian           1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Russian            1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Russian_cp1251     1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Russian_koi8r      1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Sidama             0.99  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Somali             0.99  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Spanish            1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Swedish            1.01  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Tigrinya           1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::TigrinyaEritrean   1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::TigrinyaEthiopian  1.00  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Language::Turkish             1.0  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
Date::Parse                        2.33  A/AT/ATOOMIC/TimeDate-2.33.tar.gz
DateTime                           1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Duration                 1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Helpers                  1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Infinite                 1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Infinite::Future         1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Infinite::Past           1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::LeapSecond               1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::Locale                   1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::Locale::Base             1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::Locale::Catalog          1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::Locale::Data             1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::Locale::FromData         1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::Locale::Util             1.37  D/DR/DROLSKY/DateTime-Locale-1.37.tar.gz
DateTime::PP                       1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::PPExtra                  1.59  D/DR/DROLSKY/DateTime-1.59.tar.gz
DateTime::TimeZone                 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Abidjan 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Algiers 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Bissau 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Cairo  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Casablanca 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Ceuta  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::El_Aaiun 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Johannesburg 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Juba   2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Khartoum 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Lagos  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Maputo 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Monrovia 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Nairobi 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Ndjamena 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Sao_Tome 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Tripoli 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Tunis  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::Africa::Windhoek 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Adak  2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Anchorage 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Araguaina 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Buenos_Aires 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Catamarca 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Cordoba 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Jujuy 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::La_Rioja 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Mendoza 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Rio_Gallegos 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Salta 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::San_Juan 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::San_Luis 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Tucuman 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Argentina::Ushuaia 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Asuncion 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Bahia 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Bahia_Banderas 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Barbados 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Belem 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Belize 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Boa_Vista 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Bogota 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Boise 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Cambridge_Bay 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Campo_Grande 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Cancun 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Caracas 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Cayenne 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Chicago 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Chihuahua 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Costa_Rica 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Cuiaba 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Danmarkshavn 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Dawson 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Dawson_Creek 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Denver 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Detroit 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Edmonton 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Eirunepe 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::El_Salvador 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Fort_Nelson 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Fortaleza 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Glace_Bay 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Goose_Bay 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Grand_Turk 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Guatemala 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Guayaquil 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Guyana 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Halifax 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Havana 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Hermosillo 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Indianapolis 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Knox 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Marengo 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Petersburg 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Tell_City 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
DateTime::TimeZone::America::Indiana::Vevay 2.56  D/DR/DROLSKY/DateTime-TimeZone-2.56.tar.gz
